drug_name_id,drugname,odrugname,Brand,Brand0,Brand1,Brand2,Brand3,Brand4,Brand5,Brand6,Brand7,Brand8,Brand9,Brand10,Brand11,Brand12,Brand13,Brand14,Brand15,Brand16,Brand17,Brand18,Brand19,Brand20,Brand21,Brand22,Brand23,Brand24,Brand25,Brand26,Brand27,Brand28,Brand29,Brand30,applno1,DrugName1,applno2,DrugName2,applno3,DrugName3,applno4,DrugName4,applno5,DrugName5,applno6,DrugName6,applno7,DrugName7,applno8,DrugName8,applno9,DrugName9,applno10,DrugName10,applno11,DrugName11,date,year,month,brandname,indication,dstatus,action,otheraction,tech,ndablanumber,ndabla,submissiondate,submissiondatesource,priorityreview,accelerated,fasttrack,orphandrug,breakthrough,brkthrudate,manufacturer,firmtypesymbol,firm_public,firm_revenue,firm_revenue_lag_1,firm_revenue_lag_2,firm_revenue_lag_3,firm_revenue_lag_4,firm_revenue_lag_5,firm_grossprofit,firm_rd,firm_rd_supplemental,acquiredfirmrevenueinyearof,acquiredfirmdatelastrevenue,acquiredfirmyearlastrevenue,jv_dummy,firm_notes,in_cancerfile,drug_notes,revenue,gprofit,rnd,revenuelag1,revenuelag2,revenuelag3,revenuelag4,revenuelag5,DA,icd9,atc2
155,CLEVIDIPINE,CLEVELOX; CLEVIPREX; H-152/81; H-324/38; CLEVIDIPINE; CLEVIDIPINE BUTYRATE,CLEVELOX; CLEVIPREX; H-152/81; H-324/38; CLEVIDIPINE; CLEVIDIPINE BUTYRATE,CLEVIDIPINE,CLEVELOX,CLEVIPREX,H-152/81,H-324/38,CLEVIDIPINE,CLEVIDIPINE BUTYRATE,,,,,,,,,,,,,,,,,,,,,,,,,22156,CLEVIDIPINE,,,,,,,,,,,,,,,,,,,,,2008-08-01,2008,8,Cleviprex,hypertension,REGISTERED,CALCIUM CHANNEL INHIBITOR L-TYPE,ANTIHYPERTENSIVE; VASODILATOR,INFUSION; INJECTABLE EMULSION; INTRAVENOUS FORMULATION; SMALL MOLECULE THERAPEUTIC,022156,NDA,2007-07-02,fda,0,0,0,0,0,,the medicines company,NASDAQ: MDCO,1,348.2,257.5,214,150.2,144.3,85.6,259.8,84.3,84.3,,,,,,,,,,,,,,,,,401,C2
40,AMLODIPINE BESYLATE + VALSARTAN + HYDROCHLOROTHIAZIDE,"COPALIA HCT; DAFIRO HCT; EJOCIA HCT; EXFORGE HCT; IMPRIDA HCT; AMLODIPINE BESYLATE + VALSARTAN + HYDROCHLOROTHIAZIDE; VALSARTAN + AMLODIPINE BESYLATE + HYDROCHLOROTHIAZIDE (ORAL), NOVARTIS","COPALIA HCT; DAFIRO HCT; EJOCIA HCT; EXFORGE HCT; IMPRIDA HCT; AMLODIPINE BESYLATE + VALSARTAN + HYDROCHLOROTHIAZIDE; VALSARTAN + AMLODIPINE BESYLATE + HYDROCHLOROTHIAZIDE (ORAL), NOVARTIS",AMLODIPINE BESYLATE + VALSARTAN + HYDROCHLOROTHIAZIDE,COPALIA HCT,DAFIRO HCT,EJOCIA HCT,EXFORGE HCT,IMPRIDA HCT,AMLODIPINE BESYLATE + VALSARTAN + HYDROCHLOROTHIAZIDE,"VALSARTAN + AMLODIPINE BESYLATE + HYDROCHLOROTHIAZIDE (ORAL), NOVARTIS",,,,,,,,,,,,,,,,,,,,,,,,22026,AMLODIPINE BESYLATE,22026,AMLODIPINE BESYLATE,22314,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,,,,,,,,,,,,,,,,,2009-04-30,2009,4,Exforge HCT,hypertension,REGISTERED,ANGIOTENSIN II RECEPTOR ANTAGONIST; CALCIUM CHANNEL INHIBITOR,ANTIHYPERTENSIVE; DIURETIC AGENT,DRUG COMBINATION; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,022314,NDA,2008-06-30,fda,0,0,0,0,0,,novartis,NYSE: NVS,1,45075,42535,38947,35105,29753,27277,32845,7374,7469,,,,,,,,45075,32845,7374,42535,38947,35105,29753,27277,,401,C2
39,AMLODIPINE + TELMISARTAN,"MICAMLO COMBINATION TABLETS AP; MICAMLO COMBINATION TABLETS BP; ONDUARP; TWYNSTA; AMLODIPINE + TELMISARTAN; TELMISARTAN + AMLODIPINE (HYPERTENSION), BOEHRINGER INGELHEIM; TELMISARTAN + AMLODIPINE, GLAXO","MICAMLO COMBINATION TABLETS AP; MICAMLO COMBINATION TABLETS BP; ONDUARP; TWYNSTA; AMLODIPINE + TELMISARTAN; TELMISARTAN + AMLODIPINE (HYPERTENSION), BOEHRINGER INGELHEIM; TELMISARTAN + AMLODIPINE, GLAXO",AMLODIPINE + TELMISARTAN,MICAMLO COMBINATION TABLETS AP,MICAMLO COMBINATION TABLETS BP,ONDUARP,TWYNSTA,AMLODIPINE + TELMISARTAN,"TELMISARTAN + AMLODIPINE (HYPERTENSION), BOEHRINGER INGELHEIM","TELMISARTAN + AMLODIPINE, GLAXO",,,,,,,,,,,,,,,,,,,,,,,,22401,AMLODIPINE BESYLATE; TELMISARTAN,,,,,,,,,,,,,,,,,,,,,2009-10-16,2009,10,Twynsta,hypertension,REGISTERED,ANGIOTENSIN II AT-1 RECEPTOR ANTAGONIST; CALCIUM CHANNEL INHIBITOR,ANTIHYPERTENSIVE,DRUG COMBINATION; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,022401,NDA,2008-12-18,fda,0,0,0,0,0,,boehringer ingelheim,private,0,,,,,,,,,,,,,,,,,,,,,,,,,,401,C2
159,"CLONIDINE (ORALXR+ EXTENDED-RELEASE, HYPERTENSION), NEXTWAVE","NAL-8208; NEXICLON XR; CLONIDINE; CLONIDINE (ORALXR+ EXTENDED-RELEASE, HYPERTENSION), NEXTWAVE","NAL-8208; NEXICLON XR; CLONIDINE; CLONIDINE (ORALXR+ EXTENDED-RELEASE, HYPERTENSION), NEXTWAVE","CLONIDINE (ORALXR+ EXTENDED-RELEASE, HYPERTENSION), NEXTWAVE",NAL-8208,NEXICLON XR,CLONIDINE,"CLONIDINE (ORALXR+ EXTENDED-RELEASE, HYPERTENSION), NEXTWAVE",,,,,,,,,,,,,,,,,,,,,,,,,,,22499,CLONIDINE,,,,,,,,,,,,,,,,,,,,,2009-12-03,2009,12,Nexiclon XR,hypertension,LAUNCHED,ALPHA ADRENOCEPTOR AGONIST,ANTIHYPERTENSIVE,ORAL FORMULATION; ORAL SUSPENSION FORMULATION; ORAL SUSTAINED RELEASE FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,022499,NDA,2009-01-13,fda,0,0,0,0,0,,tris pharma,private,0,,,,,,,,,,,,,,,,,,,,,,,,,,401,C2
27,"ALISKIREN + AMLODIPINE (ORAL, HYPERTENSION), NOVARTIS","CGP-60536 + AMLODIPINE; CGP60536B + AMLODIPINE; RASILAMLO; RASILEZ + AMLODIPINE; SPA-100; SPP-100 + AMLODIPINE; TEKAMLO; TEKTURNA + AMLODIPINE; ALISKIREN + AMLODIPINE; ALISKIREN + AMLODIPINE (ORAL, HYPERTENSION), NOVARTIS","CGP-60536 + AMLODIPINE; CGP60536B + AMLODIPINE; RASILAMLO; RASILEZ + AMLODIPINE; SPA-100; SPP-100 + AMLODIPINE; TEKAMLO; TEKTURNA + AMLODIPINE; ALISKIREN + AMLODIPINE; ALISKIREN + AMLODIPINE (ORAL, HYPERTENSION), NOVARTIS","ALISKIREN + AMLODIPINE (ORAL, HYPERTENSION), NOVARTIS",CGP-60536 + AMLODIPINE,CGP60536B + AMLODIPINE,RASILAMLO,RASILEZ + AMLODIPINE,SPA-100,SPP-100 + AMLODIPINE,TEKAMLO,TEKTURNA + AMLODIPINE,ALISKIREN + AMLODIPINE,"ALISKIREN + AMLODIPINE (ORAL, HYPERTENSION), NOVARTIS",,,,,,,,,,,,,,,,,,,,,22545,ALISKIREN HEMIFUMARATE; AMLODIPINE BESYLATE,,,,,,,,,,,,,,,,,,,,,2010-08-26,2010,8,Tekamlo,hypertension,REGISTERED,CALCIUM CHANNEL INHIBITOR; RENIN INHIBITOR,ANTIARTERIOSCLEROTIC; ANTIHYPERTENSIVE; CARDIAC AGENT,DRUG COMBINATION; ORAL FORMULATION; PEPTIDOMIMETIC; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,022545,NDA,2009-10-28,fda,0,0,0,0,0,,novartis,NYSE: NVS,1,51561,45075,42535,38947,35105,29753,37456,8149,9070,,,,,,,,51561,37456,8149,45075,42535,38947,35105,29753,,401,C2
160,"CLONIDINE HYDROCHLORIDE (SUSTAINED-RELEASE, ADHD), CONCORDIA/DEARMPHARMA","CLONIBID; CLONICEL; CLONIDINE XR; JENLOGA XR; KAPVAY; NAL-8208; CLONIDINE; CLONIDINE (SUSTAINED-RELEASE, ADHD), ADDRENEX; CLONIDINE (SUSTAINED-RELEASE, ADHD/HYPERTENSION), ADDRENEX; CLONIDINE (SUSTAINED-RELEASE, HYPERTENSION), ADDRENEX; CLONIDINE HYDROCHLORIDE; CLONIDINE HYDROCHLORIDE (SUSTAINED-RELEASE, ADHD), CONCORDIA/ALVOGEN KOREA; CLONIDINE HYDROCHLORIDE (SUSTAINED-RELEASE, ADHD), CONCORDIA/DEARMPHARMA; CLONIDINE HYDROCHLORIDE (SUSTAINED-RELEASE, ADHD/HYPERTENSION), CONCORDIA/DEARMPHARMA; CLONIDINE HYDROCHLORIDE (SUSTAINED-RELEASE, ADHD/HYPERTENSION), SHIONOGI","CLONIBID; CLONICEL; CLONIDINE XR; JENLOGA XR; KAPVAY; NAL-8208; CLONIDINE; CLONIDINE (SUSTAINED-RELEASE, ADHD), ADDRENEX; CLONIDINE (SUSTAINED-RELEASE, ADHD/HYPERTENSION), ADDRENEX; CLONIDINE (SUSTAINED-RELEASE, HYPERTENSION), ADDRENEX; CLONIDINE HYDROCHLORIDE; CLONIDINE HYDROCHLORIDE (SUSTAINED-RELEASE, ADHD), CONCORDIA/ALVOGEN KOREA; CLONIDINE HYDROCHLORIDE (SUSTAINED-RELEASE, ADHD), CONCORDIA/DEARMPHARMA; CLONIDINE HYDROCHLORIDE (SUSTAINED-RELEASE, ADHD/HYPERTENSION), CONCORDIA/DEARMPHARMA; CLONIDINE HYDROCHLORIDE (SUSTAINED-RELEASE, ADHD/HYPERTENSION), SHIONOGI","CLONIDINE HYDROCHLORIDE (SUSTAINED-RELEASE, ADHD), CONCORDIA/DEARMPHARMA",CLONIBID,CLONICEL,CLONIDINE XR,JENLOGA XR,KAPVAY,NAL-8208,CLONIDINE,"CLONIDINE (SUSTAINED-RELEASE, ADHD), ADDRENEX","CLONIDINE (SUSTAINED-RELEASE, ADHD/HYPERTENSION), ADDRENEX","CLONIDINE (SUSTAINED-RELEASE, HYPERTENSION), ADDRENEX",CLONIDINE HYDROCHLORIDE,"CLONIDINE HYDROCHLORIDE (SUSTAINED-RELEASE, ADHD), CONCORDIA/ALVOGEN KOREA","CLONIDINE HYDROCHLORIDE (SUSTAINED-RELEASE, ADHD), CONCORDIA/DEARMPHARMA","CLONIDINE HYDROCHLORIDE (SUSTAINED-RELEASE, ADHD/HYPERTENSION), CONCORDIA/DEARMPHARMA","CLONIDINE HYDROCHLORIDE (SUSTAINED-RELEASE, ADHD/HYPERTENSION), SHIONOGI",,,,,,,,,,,,,,,,22331,CLONIDINE HYDROCHLORIDE,22499,CLONIDINE,,,,,,,,,,,,,,,,,,,2009-09-29,2009,9,Jenloga,hypertension,REGISTERED,ALPHA 2 ADRENOCEPTOR AGONIST,ANTIHYPERTENSIVE; PSYCHOMODULATOR,ORAL FORMULATION; ORAL SUSTAINED RELEASE FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,022331,NDA,2008-02-15,fda,0,0,0,0,0,,shionogi,TYO: 4507,1,2677.9,,,,,,1926.6,481.6,481.6,,,2009,,acquired by shionogi in 2009,,,,,,,,,,,,401,C2
294,FLIBANSERIN,ADDYI; BIMT-17; BIMT-17BS; GIROSA; FLIBANSERIN; FLIBANSERIN HYDROCHLORIDE,ADDYI; BIMT-17; BIMT-17BS; GIROSA; FLIBANSERIN; FLIBANSERIN HYDROCHLORIDE,FLIBANSERIN,ADDYI,BIMT-17,BIMT-17BS,GIROSA,FLIBANSERIN,FLIBANSERIN HYDROCHLORIDE,,,,,,,,,,,,,,,,,,,,,,,,,22526,FLIBANSERIN,,,,,,,,,,,,,,,,,,,,,2015-08-18,2015,8,Addyi,hypoactive sexual desire disorder,REGISTERED,5-HT 1A RECEPTOR AGONIST; 5-HT 2A RECEPTOR ANTAGONIST,ANTIDEPRESSANT,FILM COATING; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,022526,NDA,2009-10-27,fda,0,0,0,0,0,,valeant pharmaceuticals,NYSE: VRX,1,10442,,,,,,7996,334,334,,,2015,,acquired by valeant in 2015,,,,,,,,,,,,302,C2
517,NINTEDANIB,"BIBF-1120; BIBF-1120 ES; FGF/PDGF/VEGF RECEPTOR KINASE INHIBITORS (CANCER), BOEHRINGER INGELHEIM; OFEB; OFEB; OFEV; VARGATEF; ANGIOKINASE INHIBITORS (CANCER), BOEHRINGER INGELHEIM; INTEDANIB; NINTEDANIB; NINTEDANIB ESYLATE; NINTEDANIB ETHANESULFONATE; NINTEDANIB ETHANESULFONATE; NINTEDANIB ETHANESULFONATE","BIBF-1120; BIBF-1120 ES; FGF/PDGF/VEGF RECEPTOR KINASE INHIBITORS (CANCER), BOEHRINGER INGELHEIM; OFEB; OFEB; OFEV; VARGATEF; ANGIOKINASE INHIBITORS (CANCER), BOEHRINGER INGELHEIM; INTEDANIB; NINTEDANIB; NINTEDANIB ESYLATE; NINTEDANIB ETHANESULFONATE; NINTEDANIB ETHANESULFONATE; NINTEDANIB ETHANESULFONATE",NINTEDANIB,BIBF-1120,BIBF-1120 ES,"FGF/PDGF/VEGF RECEPTOR KINASE INHIBITORS (CANCER), BOEHRINGER INGELHEIM",OFEB,OFEB,OFEV,VARGATEF,"ANGIOKINASE INHIBITORS (CANCER), BOEHRINGER INGELHEIM",INTEDANIB,NINTEDANIB,NINTEDANIB ESYLATE,NINTEDANIB ETHANESULFONATE,NINTEDANIB ETHANESULFONATE,NINTEDANIB ETHANESULFONATE,,,,,,,,,,,,,,,,,205832,NINTEDANIB ESYLATE,,,,,,,,,,,,,,,,,,,,,2014-10-15,2014,10,Ofev,idiopathic pulmonary fibrosis,REGISTERED,FGF RECEPTOR ANTAGONIST; FGF1 RECEPTOR ANTAGONIST; FGF2 RECEPTOR ANTAGONIST; FGF3 RECEPTOR ANTAGONIST; PDGF RECEPTOR ALPHA ANTAGONIST; PDGF RECEPTOR ANTAGONIST; PDGF RECEPTOR BETA ANTAGONIST; VEGF RECEPTOR ANTAGONIST; VEGF-1 RECEPTOR ANTAGONIST; VEGF-2 RECEPTOR ANTAGONIST; VEGF-3 RECEPTOR ANTAGONIST,ANGIOGENESIS INHIBITOR; ANTI-INFLAMMATORY; ANTICANCER; ANTICANCER PROTEIN KINASE INHIBITOR; FIBROSUPPRESSANT,CAPSULE FORMULATION; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC,205832,NDA,2014-05-02,fda,1,0,1,1,1,2014-07-16,boehringer ingelheim,private,0,,,,,,,,,,,,,,,,,,,,,,,,,,516,C2
594,PIRFENIDONE,"AMR-69; DESKAR; ESBRIET; PIRESPA; RG-6062; RO-0220912; S-7701; P38 MAP KINASE INHIBITOR (ORAL, FIBROSIS/ MULTIPLE SCLEROSIS), MARNAC/ INTERMUNE; PIRFENIDONE","AMR-69; DESKAR; ESBRIET; PIRESPA; RG-6062; RO-0220912; S-7701; P38 MAP KINASE INHIBITOR (ORAL, FIBROSIS/ MULTIPLE SCLEROSIS), MARNAC/ INTERMUNE; PIRFENIDONE",PIRFENIDONE,AMR-69,DESKAR,ESBRIET,PIRESPA,RG-6062,RO-0220912,S-7701,"P38 MAP KINASE INHIBITOR (ORAL, FIBROSIS/ MULTIPLE SCLEROSIS), MARNAC/ INTERMUNE",PIRFENIDONE,,,,,,,,,,,,,,,,,,,,,,22535,PIRFENIDONE,,,,,,,,,,,,,,,,,,,,,2014-10-15,2014,10,Esbriet,idiopathic pulmonary fibrosis,REGISTERED,PDGF RECEPTOR ANTAGONIST; TGF BETA ANTAGONIST; P38 MAP KINASE INHIBITOR,ANTI-INFLAMMATORY; ANTICANCER; COLLAGEN SYNTHESIS INHIBITOR; FIBROSUPPRESSANT; TNF ALPHA SYNTHESIS INHIBITOR,CAPSULE FORMULATION; FILM COATING; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC,022535,NDA,2009-11-04,fda,1,0,1,1,1,2014-07-07,roche,SIX: ROG,1,50199.3,70.3,26.2,5.4,239.3,48.7,37134.6,9040,9961.1,228.2,2014-06-30,2014,,acquired by roche in 2014,,,,,,,,,,,,516,C2
638,RIVAROXABAN,"BAY-59-7939; FACTOR XA INHIBITOR (THROMBOSIS), BAYER/ ORTHO-MCNEIL; JNJ-39039039; XARELTO; RIVAROXABAN","BAY-59-7939; FACTOR XA INHIBITOR (THROMBOSIS), BAYER/ ORTHO-MCNEIL; JNJ-39039039; XARELTO; RIVAROXABAN",RIVAROXABAN,BAY-59-7939,"FACTOR XA INHIBITOR (THROMBOSIS), BAYER/ ORTHO-MCNEIL",JNJ-39039039,XARELTO,RIVAROXABAN,,,,,,,,,,,,,,,,,,,,,,,,,,22406,RIVAROXABAN,,,,,,,,,,,,,,,,,,,,,2011-07-01,2011,7,Xarelto,lung embolism,REGISTERED,FACTOR XA ANTAGONIST,ANTI-INFLAMMATORY; ANTIARRHYTHMIC AGENT; COAGULATION INHIBITOR,FILM COATING; FORMULATION POWDER; GRANULE; ORAL FORMULATION; ORAL SUSPENSION FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,022406,NDA,2008-07-28,fda,0,0,0,0,0,,johnson and johnson,NYSE: JNJ,1,65030,61587,61897,63747,61095,53324,44757,7548,7548,,,,,,,,,,,,,,,,,415,C2
252,"EPTIFIBATIDE FOLLOW-ON BIOLOGIC, USV","EPTIFIBATIDE; EPTIFIBATIDE FOLLOW-ON BIOLOGIC, USV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-03,2014,11,,myocardial infarction,LAUNCHED,GP IIB IIIA ANTAGONIST,COAGULATION INHIBITOR; PLATELET AGGREGATION INHIBITOR,BIOLOGICAL THERAPEUTIC; FOLLOW ON BIOLOGICAL PRODUCT; INFUSION; INTRAVENOUS FORMULATION; PROTEIN RECOMBINANT,not identified,not identified,,,,,,,,,USV,private,0,,,,,,,,,,,,,,,,,,,,,,,,,,410,C2
329,GLUCARPIDASE,"BLHP-011; CPG2, ENACT; CPG2, PROTHERICS; VORAXAZE; CARBOXYPEPTIDASE G2, BTG; CARBOXYPEPTIDASE G2, ENACT; CARBOXYPEPTIDASE G2, OHARA; GLUCARPIDASE; METHOTREXATE ANTIDOTE, BTG; METHOTREXATE ANTIDOTE, ENACT; METHOTREXATE ANTIDOTE, OHARA","BLHP-011; CPG2, ENACT; CPG2, PROTHERICS; VORAXAZE; CARBOXYPEPTIDASE G2, BTG; CARBOXYPEPTIDASE G2, ENACT; CARBOXYPEPTIDASE G2, OHARA; GLUCARPIDASE; METHOTREXATE ANTIDOTE, BTG; METHOTREXATE ANTIDOTE, ENACT; METHOTREXATE ANTIDOTE, OHARA",GLUCARPIDASE,BLHP-011,"CPG2, ENACT","CPG2, PROTHERICS",VORAXAZE,"CARBOXYPEPTIDASE G2, BTG","CARBOXYPEPTIDASE G2, ENACT","CARBOXYPEPTIDASE G2, OHARA",GLUCARPIDASE,"METHOTREXATE ANTIDOTE, BTG","METHOTREXATE ANTIDOTE, ENACT","METHOTREXATE ANTIDOTE, OHARA",,,,,,,,,,,,,,,,,,,,125327,GLUCARPIDASE,,,,,,,,,,,,,,,,,,,,,2012-01-17,2012,1,Voraxaze,nephrotoxicity,REGISTERED,CARBOXYPEPTIDASE G2 STIMULATOR,ANTIDOTE,BIOLOGICAL THERAPEUTIC; CLONING TECHNOLOGY; FORMULATION POWDER; FREEZE DRYING; INTRAVENOUS FORMULATION; PROTEIN RECOMBINANT; RECOMBINANT ENZYME,125327,BLA,2008-11-20,cortellis,1,0,1,1,0,,BTG international,LSE: BTG,1,376.7,290.2,162.5,162.3,118.6,115.8,270.7,64.1,88.3,,,,,,,,,,,,,,,,,583,C2
321,GADOFOSVESET,ABLAVAR; ANGIOMARK; MS-325; VASOVIST; ZK-236018; GADOFOSVESET; GADOFOSVESET TRISODIUM,ABLAVAR; ANGIOMARK; MS-325; VASOVIST; ZK-236018; GADOFOSVESET; GADOFOSVESET TRISODIUM,GADOFOSVESET,ABLAVAR,ANGIOMARK,MS-325,VASOVIST,ZK-236018,GADOFOSVESET,GADOFOSVESET TRISODIUM,,,,,,,,,,,,,,,,,,,,,,,,21711,GADOFOSVESET TRISODIUM,,,,,,,,,,,,,,,,,,,,,2008-12-22,2008,12,Ablavar,peripheral vascular disease,REGISTERED,ALBUMIN MODULATOR,CARDIOVASCULAR DIAGNOSTIC AGENT; ENDOCRINE DIAGNOSTIC AGENT; MRI IMAGING AGENT; NEOPLASM DIAGNOSTIC AGENT,IMAGING; INTRAVENOUS FORMULATION,021711,NDA,2008-06-30,fda,0,0,0,0,0,,epix pharmaceuticals,NASDAQ: EPIX,1,28.6,15,6,7.2,12.3,13.5,-19.1,,46.2,,,,,,,,,,,,,,,,,443,C2
666,SILODOSIN,KMD-3213; RAPAFLO; SILODYX; THRUPAS; TRUPASS; URIEF; URIEF OD; URIEF OD; UROREC; YOULIFU; SILODOSIN,KMD-3213; RAPAFLO; SILODYX; THRUPAS; TRUPASS; URIEF; URIEF OD; URIEF OD; UROREC; YOULIFU; SILODOSIN,SILODOSIN,KMD-3213,RAPAFLO,SILODYX,THRUPAS,TRUPASS,URIEF,URIEF OD,URIEF OD,UROREC,YOULIFU,SILODOSIN,,,,,,,,,,,,,,,,,,,,22206,SILODOSIN,,,,,,,,,,,,,,,,,,,,,2008-10-08,2008,10,Rapaflo,prostate hyperplasia,REGISTERED,ALPHA 1A ADRENOCEPTOR ANTAGONIST,SMOOTH MUSCLE RELAXANT,CAPSULE FORMULATION; ORAL FORMULATION; ORALLY DISINTEGRATING TABLET; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,022206,NDA,2007-12-12,fda,0,0,0,0,0,,actavis (allergan plc),NYSE: AGN,1,2535.5,2496.7,1979.2,1646.2,1640.6,1457.7,1032.7,170.1,170.1,,,,,,,,,,,,,,,,,600,C2
757,"TREPROSTINIL DIOLAMINE (ORAL, PULMONARY ARTERIAL HYPERTENSION), UNITED THERAPEUTICS","ORENICELL; ORENICELL; ORENILEFT; ORENILEFT; ORENIPLUS; ORENIPLUS; ORENITRAM; UT-15 (ORAL), UNITED THERAPEUTICS; UT-15C; UT-15C SR; TREPROSTINIL; TREPROSTINIL (ORAL, ENSOTROL), UNITED THERAPEUTICS; TREPROSTINIL (ORAL, PULMONARY ARTERIAL HYPERTENSION), UNITED THERAPEUTICS; TREPROSTINIL DIETHANOLAMINE; TREPROSTINIL DIOLAMINE; TREPROSTINIL DIOLAMINE (ORAL, PULMONARY ARTERIAL HYPERTENSION), UNITED THERAPEUTICS","ORENICELL; ORENICELL; ORENILEFT; ORENILEFT; ORENIPLUS; ORENIPLUS; ORENITRAM; UT-15 (ORAL), UNITED THERAPEUTICS; UT-15C; UT-15C SR; TREPROSTINIL; TREPROSTINIL (ORAL, ENSOTROL), UNITED THERAPEUTICS; TREPROSTINIL (ORAL, PULMONARY ARTERIAL HYPERTENSION), UNITED THERAPEUTICS; TREPROSTINIL DIETHANOLAMINE; TREPROSTINIL DIOLAMINE; TREPROSTINIL DIOLAMINE (ORAL, PULMONARY ARTERIAL HYPERTENSION), UNITED THERAPEUTICS","TREPROSTINIL DIOLAMINE (ORAL, PULMONARY ARTERIAL HYPERTENSION), UNITED THERAPEUTICS",ORENICELL,ORENICELL,ORENILEFT,ORENILEFT,ORENIPLUS,ORENIPLUS,ORENITRAM,"UT-15 (ORAL), UNITED THERAPEUTICS",UT-15C,UT-15C SR,TREPROSTINIL,"TREPROSTINIL (ORAL, ENSOTROL), UNITED THERAPEUTICS","TREPROSTINIL (ORAL, PULMONARY ARTERIAL HYPERTENSION), UNITED THERAPEUTICS",TREPROSTINIL DIETHANOLAMINE,TREPROSTINIL DIOLAMINE,"TREPROSTINIL DIOLAMINE (ORAL, PULMONARY ARTERIAL HYPERTENSION), UNITED THERAPEUTICS",,,,,,,,,,,,,,,203496,TREPROSTINIL DIOLAMINE,,,,,,,,,,,,,,,,,,,,,2013-12-20,2013,12,Orenitram,pulmonary artery hypertension,REGISTERED,PROSTACYCLIN AGONIST,ANTIHYPERTENSIVE; PLATELET AGGREGATION INHIBITOR; SMOOTH MUSCLE CELL PROLIFERATION INHIBITOR; VASODILATOR,ORAL FORMULATION; ORAL LIQUID FORMULATION; ORAL SUSTAINED RELEASE FORMULATION; SMALL MOLECULE THERAPEUTIC; SOLUTION; TABLET FORMULATION,203496,NDA,2011-12-23,fda,0,0,0,0,0,,united therapeutics,NASDAQ: UTHR,1,1117,916.1,743.2,592.9,358.9,281.5,985.9,299.3,299.3,,,,,,,,,,,,,,,,,416,C2
454,MACITENTAN,ACT-064992; ACT-132577; ACTELION-1; OPSUMIT; ZEPENDO; ZEPENDO; APROCITENTAN; MACITENTAN,ACT-064992; ACT-132577; ACTELION-1; OPSUMIT; ZEPENDO; ZEPENDO; APROCITENTAN; MACITENTAN,MACITENTAN,ACT-064992,ACT-132577,ACTELION-1,OPSUMIT,ZEPENDO,ZEPENDO,APROCITENTAN,MACITENTAN,,,,,,,,,,,,,,,,,,,,,,,204410,MACITENTAN,,,,,,,,,,,,,,,,,,,,,2013-10-18,2013,10,Opsumit,pulmonary artery hypertension,REGISTERED,ENDOTHELIN ET-A ANTAGONIST; ENDOTHELIN ET-B ANTAGONIST,ANTICANCER; ANTIHYPERTENSIVE,FILM COATING; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,204410,NDA,2012-10-19,fda,0,0,0,1,0,,actelion pharmaceuticals,VTX: ATLN,1,2005.3,1887.8,1921.5,2064.6,1712.3,1385,1318.4,,455.1,,,,,,,,,,,,,,,,,416,C2
