drug_name_id,drugname,odrugname,Brand,Brand0,Brand1,Brand2,Brand3,Brand4,Brand5,Brand6,Brand7,Brand8,Brand9,Brand10,Brand11,Brand12,Brand13,Brand14,Brand15,Brand16,Brand17,Brand18,Brand19,Brand20,Brand21,Brand22,Brand23,Brand24,Brand25,Brand26,Brand27,Brand28,Brand29,Brand30,applno1,DrugName1,applno2,DrugName2,applno3,DrugName3,applno4,DrugName4,applno5,DrugName5,applno6,DrugName6,applno7,DrugName7,applno8,DrugName8,applno9,DrugName9,applno10,DrugName10,applno11,DrugName11,date,year,month,brandname,indication,action,otheraction,tech,_merge,nda/bla number,nda/bla,submission date,submission date source,priority review,accelerated,fast track,orphan drug,breakthrough,brkthru date,manufacturer,firmtype/symbol,firm_public,firm_revenue,firm_revenue_lag_1,firm_revenue_lag_2,firm_revenue_lag_3,firm_revenue_lag_4,firm_revenue_lag_5,firm_grossprofit,firm_rd,firm_rd_supplemental,acquired firm revenue in year of acqusition,acquired firm date last revenue reported,acquired firm year last revenue reported,jv_dummy,firm_notes,in_cancerfile,drug_notes,bbw,url,index,indicationID,icd9,ccs,ccs_label,nccs,cancer
232,EFINACONAZOLE,CLENAFIN; IDP-108; JUBLIA; KP-103; EFINACONAZOLE,CLENAFIN; IDP-108; JUBLIA; KP-103; EFINACONAZOLE,EFINACONAZOLE,CLENAFIN,IDP-108,JUBLIA,KP-103,EFINACONAZOLE,,,,,,,,,,,,,,,,,,,,,,,,,,203567,EFINACONAZOLE,,,,,,,,,,,,,,,,,,,,,2014-06-06T00:00:00Z,2014,6,Jublia,trichophyton infection,LANOSTEROL-14 DEMETHYLASE INHIBITOR,ERGOSTEROL SYNTHESIS INHIBITOR; FUNGICIDE; TOPICAL DERMATOLOGICAL ANTIFUNGAL PRODUCT,DERMATOLOGICAL FORMULATION; SMALL MOLECULE THERAPEUTIC; SOLUTION,matched (3),203567,NDA,2012-07-25T00:00:00Z,fda,0,0,0,0,0,,valeant pharmaceuticals,NYSE: VRX,1,8200,5765.6,3480.4,2427.5,1181.2,820.4,5997,246,246,,,2009,,acquired by valeant in 2009,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203567,163,334,110,4,Mycoses,1,0
451,LULICONAZOLE,33525; BAY-38-9502; JA-004; JA-005; LUCONAC; LUCONAC; LUCONAC SOLUTION 5 %; LULICON; LULIFIN; LUZU; NND-502; PR-2699; LULICONAZOLE,33525; BAY-38-9502; JA-004; JA-005; LUCONAC; LUCONAC; LUCONAC SOLUTION 5 %; LULICON; LULIFIN; LUZU; NND-502; PR-2699; LULICONAZOLE,LULICONAZOLE,33525,BAY-38-9502,JA-004,JA-005,LUCONAC,LUCONAC,LUCONAC SOLUTION 5 %,LULICON,LULIFIN,LUZU,NND-502,PR-2699,LULICONAZOLE,,,,,,,,,,,,,,,,,,204153,LULICONAZOLE,,,,,,,,,,,,,,,,,,,,,2013-11-14T00:00:00Z,2013,11,Luzu,tinea corporis,,FUNGICIDE; TOPICAL DERMATOLOGICAL ANTIFUNGAL PRODUCT; UNSPECIFIED DRUG TARGET,DERMATOLOGICAL FORMULATION; EMULSION DERMATOLOGICAL; SMALL MOLECULE THERAPEUTIC; SOLUTION,matched (3),204153,NDA,2012-12-11T00:00:00Z,fda,0,0,0,0,0,,valeant pharmaceuticals,NYSE: VRX,1,5765.6,3480.4,721.1,695.9,570.6,517.8,4236.9,156.8,156.8,771.333333333333,2012-09-30T00:00:00Z,2012,,acquired by valeant in 2012,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204153,185,2427,110,4,Mycoses,1,0
708,TAVABOROLE,"AN-2690; KERYDIN; SCH-900340; TRICHOPHYTON-TARGETING ANTIFUNGAL (ONYCHOMYCOSIS), ANACOR PHARMACEUTICALS/SCHERING-PLOUGH; TRICHOPHYTON-TARGETING ANTIFUNGAL (ONYCHOMYCOSIS), MERCK & CO; FUNGAL LEUCYL-TRNA SYNTHETASE INHIBITOR (ONYCHOMYCOSIS), ANACOR PHARMACEUTICALS/SCHERING-PLOUGH; FUNGAL LEUCYL-TRNA SYNTHETASE INHIBITOR (ONYCHOMYCOSIS), MERCK & CO/ANACOR; TAVABOROLE; TOPICAL ANTIFUNGAL (ONYCHOMYCOSIS), MERCK & CO","AN-2690; KERYDIN; SCH-900340; TRICHOPHYTON-TARGETING ANTIFUNGAL (ONYCHOMYCOSIS), ANACOR PHARMACEUTICALS/SCHERING-PLOUGH; TRICHOPHYTON-TARGETING ANTIFUNGAL (ONYCHOMYCOSIS), MERCK & CO; FUNGAL LEUCYL-TRNA SYNTHETASE INHIBITOR (ONYCHOMYCOSIS), ANACOR PHARMACEUTICALS/SCHERING-PLOUGH; FUNGAL LEUCYL-TRNA SYNTHETASE INHIBITOR (ONYCHOMYCOSIS), MERCK & CO/ANACOR; TAVABOROLE; TOPICAL ANTIFUNGAL (ONYCHOMYCOSIS), MERCK & CO",TAVABOROLE,AN-2690,KERYDIN,SCH-900340,"TRICHOPHYTON-TARGETING ANTIFUNGAL (ONYCHOMYCOSIS), ANACOR PHARMACEUTICALS/SCHERING-PLOUGH","TRICHOPHYTON-TARGETING ANTIFUNGAL (ONYCHOMYCOSIS), MERCK & CO","FUNGAL LEUCYL-TRNA SYNTHETASE INHIBITOR (ONYCHOMYCOSIS), ANACOR PHARMACEUTICALS/SCHERING-PLOUGH","FUNGAL LEUCYL-TRNA SYNTHETASE INHIBITOR (ONYCHOMYCOSIS), MERCK & CO/ANACOR",TAVABOROLE,"TOPICAL ANTIFUNGAL (ONYCHOMYCOSIS), MERCK & CO",,,,,,,,,,,,,,,,,,,,,,204427,TAVABOROLE,,,,,,,,,,,,,,,,,,,,,2014-07-07T00:00:00Z,2014,7,Kerydin,onychomycosis,LEUCYL TRNA SYNTHETASE INHIBITOR,FUNGICIDE; TOPICAL DERMATOLOGICAL ANTIFUNGAL PRODUCT,DERMATOLOGICAL FORMULATION; SMALL MOLECULE THERAPEUTIC; SOLUTION,matched (3),204427,NDA,2013-07-26T00:00:00Z,fda,0,0,0,0,0,,anacor pharmaceuticals,NASDAQ: ANAC,1,20.7,17.2,10.7,20.3,27.8,18.6,-59.4,,72.5,,,,,acquired by Pfizer in 2016,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204427,200,1775,110,4,Mycoses,1,0
229,"ECONAZOLE NITRATE 1% (TOPICAL FOAM, TINEA PEDIS), EXELTIS USA DERMATOLOGY","ECOZA; ECONAZOLE; ECONAZOLE NITRATE; ECONAZOLE NITRATE 1% (TOPICAL FOAM, TINEA PEDIS), EXELTIS USA DERMATOLOGY; ECONAZOLE NITRATE 1% (TOPICAL FOAM, TINEA PEDIS), QUINNOVA","ECOZA; ECONAZOLE; ECONAZOLE NITRATE; ECONAZOLE NITRATE 1% (TOPICAL FOAM, TINEA PEDIS), EXELTIS USA DERMATOLOGY; ECONAZOLE NITRATE 1% (TOPICAL FOAM, TINEA PEDIS), QUINNOVA","ECONAZOLE NITRATE 1% (TOPICAL FOAM, TINEA PEDIS), EXELTIS USA DERMATOLOGY",ECOZA,ECONAZOLE,ECONAZOLE NITRATE,"ECONAZOLE NITRATE 1% (TOPICAL FOAM, TINEA PEDIS), EXELTIS USA DERMATOLOGY","ECONAZOLE NITRATE 1% (TOPICAL FOAM, TINEA PEDIS), QUINNOVA",,,,,,,,,,,,,,,,,,,,,,,,,,205175,ECONAZOLE NITRATE,,,,,,,,,,,,,,,,,,,,,2013-10-24T00:00:00Z,2013,10,Ecoza,tinea pedis,,FUNGICIDE; TOPICAL DERMATOLOGICAL ANTIFUNGAL PRODUCT; UNSPECIFIED DRUG TARGET,AEROSOL FORMULATION DERMATOLOGICAL; DERMATOLOGICAL FORMULATION; EMULSION DERMATOLOGICAL; SMALL MOLECULE THERAPEUTIC,matched (3),205175,NDA,2012-12-21T00:00:00Z,fda,0,0,0,0,0,,amderma pharmaceuticals,private,0,,,,,,,,,,,,,,,,,1,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205175,229,2429,110,4,Mycoses,1,0
396,"ITRACONAZOLE (ONCE-DAILY ORAL FORMULATION), MERZ","HYPHANOX; ONMEL; SPORAMELT; ITRACONAZOLE; ITRACONAZOLE (ONCE-DAILY ORAL FORMULATION), BARRIER THERAPEUTICS; ITRACONAZOLE (ONCE-DAILY ORAL FORMULATION), MERZ; ITRACONAZOLE (ONCE-DAILY ORAL FORMULATION), STIEFEL","HYPHANOX; ONMEL; SPORAMELT; ITRACONAZOLE; ITRACONAZOLE (ONCE-DAILY ORAL FORMULATION), BARRIER THERAPEUTICS; ITRACONAZOLE (ONCE-DAILY ORAL FORMULATION), MERZ; ITRACONAZOLE (ONCE-DAILY ORAL FORMULATION), STIEFEL","ITRACONAZOLE (ONCE-DAILY ORAL FORMULATION), MERZ",HYPHANOX,ONMEL,SPORAMELT,ITRACONAZOLE,"ITRACONAZOLE (ONCE-DAILY ORAL FORMULATION), BARRIER THERAPEUTICS","ITRACONAZOLE (ONCE-DAILY ORAL FORMULATION), MERZ","ITRACONAZOLE (ONCE-DAILY ORAL FORMULATION), STIEFEL",,,,,,,,,,,,,,,,,,,,,,,,22484,ITRACONAZOLE,,,,,,,,,,,,,,,,,,,,,2010-04-29T00:00:00Z,2010,4,Onmel,onychomycosis,LANOSTEROL-14 DEMETHYLASE INHIBITOR,ERGOSTEROL SYNTHESIS INHIBITOR; FUNGAL CELL WALL SYNTHESIS INHIBITOR; SYSTEMIC DERMATOLOGICAL ANTIFUNGAL PRODUCT,ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,matched (3),022484,NDA,2009-03-31T00:00:00Z,fda,0,0,0,0,0,,glaxosmithkline,NYSE: GSK,1,44331.3,45825.1,,,,,32308.5,5992.7,6959.2,,,2009,,acquired by GSK in 2009,,,1,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022484,575,1775,110,4,Mycoses,1,0
485,"MICONAZOLE (TOPICAL), BARRIER THERAPEUTICS","BEBEKTIN; DAKTOZIN; VUSION; ZIMYCAN; MICONAZOLE; MICONAZOLE (TOPICAL), BARRIER THERAPEUTICS","BEBEKTIN; DAKTOZIN; VUSION; ZIMYCAN; MICONAZOLE; MICONAZOLE (TOPICAL), BARRIER THERAPEUTICS","MICONAZOLE (TOPICAL), BARRIER THERAPEUTICS",BEBEKTIN,DAKTOZIN,VUSION,ZIMYCAN,MICONAZOLE,"MICONAZOLE (TOPICAL), BARRIER THERAPEUTICS",,,,,,,,,,,,,,,,,,,,,,,,,21026,"MICONAZOLE NITRATE; PETROLATUM, WHITE; ZINC OXIDE",,,,,,,,,,,,,,,,,,,,,2006-02-16T00:00:00Z,2006,2,Vusion,candida infection,,DERMATOLOGICAL AGENT; ERGOSTEROL SYNTHESIS INHIBITOR; FUNGICIDE,DERMATOLOGICAL FORMULATION; EMULSION DERMATOLOGICAL; SMALL MOLECULE THERAPEUTIC,matched (3),021026,NDA,1998-08-24T00:00:00Z,fda,0,0,0,0,0,,barrier therapeutics,NASDAQ: BTRX,1,6.738,2.54,0.897,0.367,,,5.307,25.895,25.895,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021026,360,1308,112,4,Mycoses,4,0
47,ANIDULAFUNGIN,ECB; ECALTA; ERACSIS; ERAXIS; LY-303366; LY-329960; LY-333006; V-ECHINOCANDIN; VER-002; ANIDULAFUNGIN,ECB; ECALTA; ERACSIS; ERAXIS; LY-303366; LY-329960; LY-333006; V-ECHINOCANDIN; VER-002; ANIDULAFUNGIN,ANIDULAFUNGIN,ECB,ECALTA,ERACSIS,ERAXIS,LY-303366,LY-329960,LY-333006,V-ECHINOCANDIN,VER-002,ANIDULAFUNGIN,,,,,,,,,,,,,,,,,,,,,21632,ANIDULAFUNGIN,21632,ANIDULAFUNGIN,,,,,,,,,,,,,,,,,,,2006-02-17T00:00:00Z,2006,2,Eraxis,candida infection,"1,3 BETA GLUCAN SYNTHASE INHIBITOR",ANTIPARASITIC; FUNGAL CELL WALL SYNTHESIS INHIBITOR; FUNGICIDE,ANTIBIOTIC; FORMULATION POWDER; FREEZE DRYING; INFUSION; INTRAVENOUS FORMULATION; SMALL MOLECULE THERAPEUTIC,matched (3),021632,NDA,2003-04-25T00:00:00Z,fda,0,0,0,0,0,,pfizer,NYSE: PFE,1,48371,47405,8.4,9.6,6.3,6.4,41123,7423,7599,5.8,2005-06-30T00:00:00Z,2005,,acquired by pfizer in 2005,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021632,376,1308,112,4,Mycoses,4,0
600,POSACONAZOLE,"MK-5592 (ORAL SUSPENSION), MERCK & CO; NOXAFIL; POSACONAZOLE SP; POSANOL; SCH 056592; SCH-207962; SCH-56588; SCH-56592; SCH-56984; SPRIAFIL; ANTIFUNGAL, SCHERING-PLOUGH; POSACONAZOLE; TRIAZOLE (ORAL), SCHERING-PLOUGH","MK-5592 (ORAL SUSPENSION), MERCK & CO; NOXAFIL; POSACONAZOLE SP; POSANOL; SCH 056592; SCH-207962; SCH-56588; SCH-56592; SCH-56984; SPRIAFIL; ANTIFUNGAL, SCHERING-PLOUGH; POSACONAZOLE; TRIAZOLE (ORAL), SCHERING-PLOUGH",POSACONAZOLE,"MK-5592 (ORAL SUSPENSION), MERCK & CO",NOXAFIL,POSACONAZOLE SP,POSANOL,SCH 056592,SCH-207962,SCH-56588,SCH-56592,SCH-56984,SPRIAFIL,"ANTIFUNGAL, SCHERING-PLOUGH",POSACONAZOLE,"TRIAZOLE (ORAL), SCHERING-PLOUGH",,,,,,,,,,,,,,,,,,22003,POSACONAZOLE,,,,,,,,,,,,,,,,,,,,,2006-09-15T00:00:00Z,2006,9,Noxafil (oral suspension),candida infection,LANOSTEROL-14 DEMETHYLASE INHIBITOR,ERGOSTEROL SYNTHESIS INHIBITOR; FUNGICIDE; SYSTEMIC DERMATOLOGICAL ANTIFUNGAL PRODUCT,CONTROLLED RELEASE FORMULATION; INTRAVENOUS FORMULATION; ORAL FORMULATION; ORAL SUSPENSION FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,matched (3),022003,NDA,2005-12-21T00:00:00Z,fda,1,0,0,0,0,,schering-plough,NYSE: SGP,1,10594,9508,8272,8334,10180,9762,7043,2188,2188,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022003,434,1308,112,4,Mycoses,4,0
486,"MICONAZOLE NITRATE (TABLET, LAURIAD, CANDIDIASIS), BIOALLIANCE","BA-001; LORAMYC; LORAMYC-DELETED; ORAVIG; ORAVIG-DELETED; SO-1105; SITAMIC; MICONAZOLE; MICONAZOLE (TABLET, LAURIAD, CANDIDIASIS), BIOALLIANCE; MICONAZOLE LAURIAD; MICONAZOLE LAURIAD-DELETED; MICONAZOLE NITRATE; MICONAZOLE NITRATE (TABLET, LAURIAD, CANDIDIASIS), BIOALLIANCE","BA-001; LORAMYC; LORAMYC-DELETED; ORAVIG; ORAVIG-DELETED; SO-1105; SITAMIC; MICONAZOLE; MICONAZOLE (TABLET, LAURIAD, CANDIDIASIS), BIOALLIANCE; MICONAZOLE LAURIAD; MICONAZOLE LAURIAD-DELETED; MICONAZOLE NITRATE; MICONAZOLE NITRATE (TABLET, LAURIAD, CANDIDIASIS), BIOALLIANCE","MICONAZOLE NITRATE (TABLET, LAURIAD, CANDIDIASIS), BIOALLIANCE",BA-001,LORAMYC,LORAMYC-DELETED,ORAVIG,ORAVIG-DELETED,SO-1105,SITAMIC,MICONAZOLE,"MICONAZOLE (TABLET, LAURIAD, CANDIDIASIS), BIOALLIANCE",MICONAZOLE LAURIAD,MICONAZOLE LAURIAD-DELETED,MICONAZOLE NITRATE,"MICONAZOLE NITRATE (TABLET, LAURIAD, CANDIDIASIS), BIOALLIANCE",,,,,,,,,,,,,,,,,,22404,MICONAZOLE,,,,,,,,,,,,,,,,,,,,,2010-04-16T00:00:00Z,2010,4,Oravig,candida infection,,ANTIMICROBIAL PERMEABILITY ENHANCER; ERGOSTEROL SYNTHESIS INHIBITOR; FUNGICIDE,BUCCAL FORMULATION LOCAL; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,matched (3),022404,NDA,2009-08-11T00:00:00Z,fda,0,0,0,0,0,,bioalliance pharma,EPA: ONXEO,1,30.214,10.801,11.422,5.154,0.607,,29.062,,11.5,,,,,merged with topotarget to become onxeo in 2014,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022404,550,1308,112,4,Mycoses,4,0
393,"ISAVUCONAZONIUM CHLORIDE/SULFATE (INTRAVENOUS), BASILEA/ASTELLAS","BAL-4815; BAL-8349; BAL-8557; BAL-8557 (INTRAVENOUS), BASILEA; BAL-8728; CRESEMBA; CRESEMBA; RO-0098557; ANTIFUNGALS, BASILEA; ISAVUCONAZOLE; ISAVUCONAZONIUM; ISAVUCONAZONIUM CHLORIDE; ISAVUCONAZONIUM CHLORIDE/SULFATE (INTRAVENOUS), BASILEA/ASTELLAS; ISAVUCONAZONIUM SULFATE","BAL-4815; BAL-8349; BAL-8557; BAL-8557 (INTRAVENOUS), BASILEA; BAL-8728; CRESEMBA; CRESEMBA; RO-0098557; ANTIFUNGALS, BASILEA; ISAVUCONAZOLE; ISAVUCONAZONIUM; ISAVUCONAZONIUM CHLORIDE; ISAVUCONAZONIUM CHLORIDE/SULFATE (INTRAVENOUS), BASILEA/ASTELLAS; ISAVUCONAZONIUM SULFATE","ISAVUCONAZONIUM CHLORIDE/SULFATE (INTRAVENOUS), BASILEA/ASTELLAS",BAL-4815,BAL-8349,BAL-8557,"BAL-8557 (INTRAVENOUS), BASILEA",BAL-8728,CRESEMBA,CRESEMBA,RO-0098557,"ANTIFUNGALS, BASILEA",ISAVUCONAZOLE,ISAVUCONAZONIUM,ISAVUCONAZONIUM CHLORIDE,"ISAVUCONAZONIUM CHLORIDE/SULFATE (INTRAVENOUS), BASILEA/ASTELLAS",ISAVUCONAZONIUM SULFATE,,,,,,,,,,,,,,,,,207500,ISAVUCONAZONIUM SULFATE,,,,,,,,,,,,,,,,,,,,,2015-03-06T00:00:00Z,2015,3,Cresemba (intravenous),zygomycete infection,,ERGOSTEROL SYNTHESIS INHIBITOR; FUNGICIDE; SYNERGIST,INFUSION; INTRAVENOUS FORMULATION; PRODRUG; SMALL MOLECULE THERAPEUTIC,matched (3),207501,NDA,2014-07-08T00:00:00Z,fda,1,0,0,1,0,,astellas pharma,TYO: 4503,1,11315.7,10060.3,10821,11107,12783.1,11541,8452.1,1860.1,1860.2,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207501,300,1370,117,4,Mycoses,1,0
394,"ISAVUCONAZONIUM CHLORIDE/SULFATE (ORAL), BASILEA/ASTELLAS","ASP-9766; BAL-4815; BAL-8349; BAL-8557; BAL-8557 (ORAL), BASILEA; BAL-8728; BMS-207147 PRODRUGS, NIPPON ROCHE; CRESEMBA; CRESEMBA; RO-0094815; RO-0098557; RO-0098246; ANTIFUNGALS, BASILEA; ISAVUCONAZOLE; ISAVUCONAZONIUM; ISAVUCONAZONIUM CHLORIDE; ISAVUCONAZONIUM CHLORIDE/SULFATE (ORAL), BASILEA/ASTELLAS; ISAVUCONAZONIUM SULFATE; RAVUCONAZOLE PRODRUGS, NIPPON ROCHE","ASP-9766; BAL-4815; BAL-8349; BAL-8557; BAL-8557 (ORAL), BASILEA; BAL-8728; BMS-207147 PRODRUGS, NIPPON ROCHE; CRESEMBA; CRESEMBA; RO-0094815; RO-0098557; RO-0098246; ANTIFUNGALS, BASILEA; ISAVUCONAZOLE; ISAVUCONAZONIUM; ISAVUCONAZONIUM CHLORIDE; ISAVUCONAZONIUM CHLORIDE/SULFATE (ORAL), BASILEA/ASTELLAS; ISAVUCONAZONIUM SULFATE; RAVUCONAZOLE PRODRUGS, NIPPON ROCHE","ISAVUCONAZONIUM CHLORIDE/SULFATE (ORAL), BASILEA/ASTELLAS",ASP-9766,BAL-4815,BAL-8349,BAL-8557,"BAL-8557 (ORAL), BASILEA",BAL-8728,"BMS-207147 PRODRUGS, NIPPON ROCHE",CRESEMBA,CRESEMBA,RO-0094815,RO-0098557,RO-0098246,"ANTIFUNGALS, BASILEA",ISAVUCONAZOLE,ISAVUCONAZONIUM,ISAVUCONAZONIUM CHLORIDE,"ISAVUCONAZONIUM CHLORIDE/SULFATE (ORAL), BASILEA/ASTELLAS",ISAVUCONAZONIUM SULFATE,"RAVUCONAZOLE PRODRUGS, NIPPON ROCHE",,,,,,,,,,,,207500,ISAVUCONAZONIUM SULFATE,,,,,,,,,,,,,,,,,,,,,2015-03-06T00:00:00Z,2015,3,Cresemba (oral),aspergillus infection,LANOSTEROL-14 DEMETHYLASE INHIBITOR,ERGOSTEROL SYNTHESIS INHIBITOR; FUNGICIDE; SYNERGIST,CAPSULE FORMULATION; ORAL FORMULATION; PRODRUG; SMALL MOLECULE THERAPEUTIC,matched (3),207500,NDA,2014-07-08T00:00:00Z,fda,1,0,0,1,0,,astellas pharma,TYO: 4503,1,11315.7,10060.3,10821,11107,12783.1,11541,8452.1,1860.1,1860.2,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207500,301,29,117,4,Mycoses,1,0
601,"POSACONAZOLE (DELAYED RELEASE/ORAL TABLET), MERCK & CO","MK-5592 (SOLID ORAL TABLET), MERCK & CO; NOXAFIL; NOXAFIL GASTRO RESISTANT; SPRIAFIL; POSACONAZOLE; POSACONAZOLE (DELAYED RELEASE/ORAL TABLET), MERCK & CO; POSACONAZOLE (SOLID ORAL TABLET), MERCK & CO","MK-5592 (SOLID ORAL TABLET), MERCK & CO; NOXAFIL; NOXAFIL GASTRO RESISTANT; SPRIAFIL; POSACONAZOLE; POSACONAZOLE (DELAYED RELEASE/ORAL TABLET), MERCK & CO; POSACONAZOLE (SOLID ORAL TABLET), MERCK & CO","POSACONAZOLE (DELAYED RELEASE/ORAL TABLET), MERCK & CO","MK-5592 (SOLID ORAL TABLET), MERCK & CO",NOXAFIL,NOXAFIL GASTRO RESISTANT,SPRIAFIL,POSACONAZOLE,"POSACONAZOLE (DELAYED RELEASE/ORAL TABLET), MERCK & CO","POSACONAZOLE (SOLID ORAL TABLET), MERCK & CO",,,,,,,,,,,,,,,,,,,,,,,,22003,POSACONAZOLE,,,,,,,,,,,,,,,,,,,,,2013-11-25T00:00:00Z,2013,11,Noxafil (oral tablet),fungal infection,LANOSTEROL-14 DEMETHYLASE INHIBITOR,ERGOSTEROL SYNTHESIS INHIBITOR; FUNGICIDE,FORMULATION SOLID ORAL; ORAL FORMULATION; ORAL SUSTAINED RELEASE FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,matched (3),205053,NDA,2013-01-24T00:00:00Z,fda,0,0,0,0,0,,merck,NYSE: MRK,1,44033,47267,48047,45987,27428,23850,28052,7123,7224,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205053,435,124,117,4,Mycoses,1,0
602,"POSACONAZOLE (IV FORMULATION, CAPTISOL-ENABLED), MERCK & CO","MK-5592 (IV FORMULATION), MERCK & CO; NOXAFIL; NOXAFIL (IV FORMULATION), SCHERING-PLOUGH; NOXAFIL-IV; SCH-56592; SCH-56592 (IV PRODRUG), SCHERING-PLOUGH; SCH-59884; POSACONAZOLE; POSACONAZOLE (INTRAVENOUS FORMULATION), SCHERING-PLOUGH; POSACONAZOLE (IV FORMULATION), MERCK & CO; POSACONAZOLE (IV FORMULATION), SCHERING-PLOUGH; POSACONAZOLE (IV FORMULATION, CAPTISOL-ENABLED), MERCK & CO; POSACONAZOLE (IV PRODRUG), SCHERING-PLOUGH","MK-5592 (IV FORMULATION), MERCK & CO; NOXAFIL; NOXAFIL (IV FORMULATION), SCHERING-PLOUGH; NOXAFIL-IV; SCH-56592; SCH-56592 (IV PRODRUG), SCHERING-PLOUGH; SCH-59884; POSACONAZOLE; POSACONAZOLE (INTRAVENOUS FORMULATION), SCHERING-PLOUGH; POSACONAZOLE (IV FORMULATION), MERCK & CO; POSACONAZOLE (IV FORMULATION), SCHERING-PLOUGH; POSACONAZOLE (IV FORMULATION, CAPTISOL-ENABLED), MERCK & CO; POSACONAZOLE (IV PRODRUG), SCHERING-PLOUGH","POSACONAZOLE (IV FORMULATION, CAPTISOL-ENABLED), MERCK & CO","MK-5592 (IV FORMULATION), MERCK & CO",NOXAFIL,"NOXAFIL (IV FORMULATION), SCHERING-PLOUGH",NOXAFIL-IV,SCH-56592,"SCH-56592 (IV PRODRUG), SCHERING-PLOUGH",SCH-59884,POSACONAZOLE,"POSACONAZOLE (INTRAVENOUS FORMULATION), SCHERING-PLOUGH","POSACONAZOLE (IV FORMULATION), MERCK & CO","POSACONAZOLE (IV FORMULATION), SCHERING-PLOUGH","POSACONAZOLE (IV FORMULATION, CAPTISOL-ENABLED), MERCK & CO","POSACONAZOLE (IV PRODRUG), SCHERING-PLOUGH",,,,,,,,,,,,,,,,,,22003,POSACONAZOLE,,,,,,,,,,,,,,,,,,,,,2014-03-13T00:00:00Z,2014,3,Noxafil (IV),fungal infection,LANOSTEROL-14 DEMETHYLASE INHIBITOR,ERGOSTEROL SYNTHESIS INHIBITOR; FUNGICIDE,INFUSION; INTRAVENOUS FORMULATION; SMALL MOLECULE THERAPEUTIC; SOLUTION,matched (3),205596,NDA,2013-09-13T00:00:00Z,fda,1,0,0,0,0,,merck,NYSE: MRK,1,42237,44033,47267,48047,45987,27428,27051,6532,7131,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205596,436,124,117,4,Mycoses,1,0
686,"SPINOSAD CREME RINSE (HEAD LICE), PARAPRO","NATROVA; NATROBA; SPINOSAD; SPINOSAD CREME RINSE (HEAD LICE), PARAPRO; SPINOSAD CREME RINSE (PEDICULOSIS CAPITIS INFECTOION), PARAPRO; SPINOSYN A + SPINOSYN D (TOPICAL SHAMPOO, HEAD LICE), PARAPRO","NATROVA; NATROBA; SPINOSAD; SPINOSAD CREME RINSE (HEAD LICE), PARAPRO; SPINOSAD CREME RINSE (PEDICULOSIS CAPITIS INFECTOION), PARAPRO; SPINOSYN A + SPINOSYN D (TOPICAL SHAMPOO, HEAD LICE), PARAPRO","SPINOSAD CREME RINSE (HEAD LICE), PARAPRO",NATROVA,NATROBA,SPINOSAD,"SPINOSAD CREME RINSE (HEAD LICE), PARAPRO","SPINOSAD CREME RINSE (PEDICULOSIS CAPITIS INFECTOION), PARAPRO","SPINOSYN A + SPINOSYN D (TOPICAL SHAMPOO, HEAD LICE), PARAPRO",,,,,,,,,,,,,,,,,,,,,,,,,22408,SPINOSAD,22408,SPINOSAD,,,,,,,,,,,,,,,,,,,2011-01-18T00:00:00Z,2011,1,Natroba,pediculosis capitis infestation,UNSPECIFIED ION CHANNEL MODULATOR,INSECTICIDE,DERMATOLOGICAL FORMULATION; DRUG COMBINATION; EMULSION DERMATOLOGICAL; NATURAL PRODUCT; SMALL MOLECULE THERAPEUTIC; SUSPENSION,matched (3),022408,NDA,2009-01-21T00:00:00Z,fda,0,0,0,0,0,,parapro,private,0,,,,,,,,,,,,,,,,,0,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022408,554,699,132,8,Other infections; including parasitic,1,0
